Wahlkreis;Partei;Erststimmen;Zweitstimmen;Jahr
218;99;;915;2005
218;99;1285;;2009
219;3;;608;2005
219;3;1574;1079;2009
219;4;14060;23001;2005
219;4;21722;27466;2009
219;5;1089;245;2005
219;5;221;127;2009
219;7;;83;2009
219;8;73067;65031;2005
219;8;61412;55854;2009
219;11;;74;2009
219;13;4833;6158;2005
219;13;9109;10996;2009
219;14;;716;2005
219;14;;439;2009
219;15;;352;2009
219;16;;591;2005
219;16;;546;2009
219;17;12650;22078;2005
219;17;24022;31531;2009
219;20;;76;2005
219;20;;51;2009
219;21;;1099;2009
219;22;1563;1101;2005
219;22;1286;1038;2009
219;23;2147;1283;2009
219;24;;148;2005
219;24;;106;2009
219;26;;3715;2009
219;27;1616;1358;2009
219;29;61036;48238;2005
219;29;44917;32109;2009
219;30;;630;2005
219;31;;285;2005
219;99;;1029;2005
219;99;839;;2009
220;3;;523;2005
220;3;;813;2009
220;4;12470;20697;2005
220;4;20507;26219;2009
220;5;441;193;2005
220;5;460;148;2009
220;7;;111;2009
220;8;67133;58952;2005
220;8;58849;51064;2009
220;11;;63;2009
220;13;4099;5953;2005
220;13;8266;10603;2009
220;14;;598;2005
220;14;;503;2009
220;15;;325;2009
220;16;1518;703;2005
220;16;;493;2009
220;17;9134;18372;2005
220;17;17033;25600;2009
220;20;;73;2005
220;20;;54;2009
220;21;;1005;2009
220;22;1363;1198;2005
220;22;1289;1073;2009
220;23;2097;1236;2009
220;24;;205;2005
220;24;;153;2009
220;26;;3624;2009
220;27;;1176;2009
220;29;56508;44729;2005
220;29;43835;30403;2009
220;30;;727;2005
220;31;;302;2005
220;99;;977;2005
220;99;1784;;2009
221;3;;591;2005
221;3;;929;2009
221;4;13180;27261;2005
221;4;24967;33340;2009
221;5;381;181;2005
221;5;412;140;2009
221;7;;117;2009
221;8;71321;61266;2005
221;8;63075;53814;2009
221;11;;69;2009
221;13;4768;6577;2005
221;13;9665;11587;2009
221;14;;719;2005
221;14;;498;2009
221;15;;361;2009
221;16;1720;861;2005
221;16;;528;2009
221;17;8098;19896;2005
221;17;20442;29355;2009
221;20;;64;2005
221;20;;33;2009
221;21;;1120;2009
221;22;1552;1207;2005
221;22;1413;1029;2009
221;23;2623;1550;2009
221;24;;190;2005
221;24;;160;2009
221;26;;4045;2009
221;27;;1069;2009
221;29;65603;47653;2005
221;29;47101;32308;2009
221;30;;719;2005
221;31;;258;2005
221;99;374;993;2005
221;99;1879;;2009
222;3;;815;2005
222;3;;1016;2009
222;4;14555;20018;2005
222;4;24386;23433;2009
222;5;;107;2005
222;5;;57;2009
222;7;;78;2009
222;8;98674;85350;2005
222;8;83856;73273;2009
222;11;;86;2009
222;13;3750;4826;2005
222;13;6914;8318;2009
222;14;;856;2005
222;14;;775;2009
222;15;;322;2009
222;16;;917;2005
222;16;1975;1099;2009
222;17;11630;27439;2005
222;17;24634;36208;2009
222;18;686;;2009
222;20;;51;2005
222;20;;20;2009
222;21;;1084;2009
222;22;1834;1231;2005
222;22;1480;1099;2009
222;23;2027;1467;2009
222;24;;196;2005
222;24;;102;2009
222;26;;3358;2009
222;27;1636;1434;2009
222;29;56830;45027;2005
222;29;35805;30776;2009
222;30;;687;2005
222;31;;306;2005
222;38;374;;2005
222;99;;1116;2005
223;3;;1205;2005
223;3;3612;2659;2009
223;4;12159;13437;2005
223;4;19499;18258;2009
223;5;454;300;2005
223;5;375;193;2009
223;7;;195;2009
223;8;102768;93811;2005
223;8;82305;74860;2009
223;11;;73;2009
223;13;3598;4314;2005
223;13;5967;7074;2009
223;14;4151;3079;2005
223;14;3455;2960;2009
223;15;;455;2009
223;16;;1134;2005
223;16;;926;2009
223;17;7045;16044;2005
223;17;14745;23226;2009
223;20;;65;2005
223;20;;34;2009
223;21;;966;2009
223;22;1267;1191;2005
223;22;1172;1186;2009
223;23;3905;2669;2009
223;24;;280;2005
223;24;;149;2009
223;26;;2503;2009
223;27;1749;1602;2009
223;29;37351;35482;2005
223;29;23041;20380;2009
223;30;;755;2005
223;31;;361;2005
223;99;1741;1058;2005
224;3;;1368;2005
224;3;;1995;2009
224;4;14839;19618;2005
224;4;19809;23110;2009
224;5;;101;2005
224;5;;73;2009
224;7;;164;2009
224;8;119161;104663;2005
224;8;101261;83545;2009
224;11;;106;2009
224;13;3858;4566;2005
224;13;7215;7705;2009
224;14;;1093;2005
224;14;;804;2009
224;15;;531;2009
224;16;;913;2005
224;16;;946;2009
224;17;15733;26850;2005
224;17;27350;36046;2009
224;20;;61;2005
224;20;;33;2009
224;21;;1214;2009
224;22;2230;1456;2005
224;22;2283;1455;2009
224;23;;1765;2009
224;24;;238;2005
224;24;;143;2009
224;26;;2724;2009
224;27;;2081;2009
224;29;43843;38408;2005
224;29;29651;24158;2009
224;30;;700;2005
224;31;;358;2005
224;41;1741;;2005
224;99;;977;2005
225;3;;1162;2005
225;3;2860;2163;2009
225;4;9390;11072;2005
225;4;16188;16341;2009
225;5;;125;2005
225;5;608;139;2009
225;7;;249;2009
225;8;99041;89686;2005
225;8;76741;68886;2009
225;11;;71;2009
225;13;4102;4339;2005
225;13;6156;7122;2009
225;14;;1776;2005
225;14;;1420;2009
225;15;;325;2009
225;16;;952;2005
225;16;;727;2009
225;17;5567;12844;2005
225;17;10142;18243;2009
225;18;749;;2009
225;20;;51;2005
225;20;;16;2009
225;21;;864;2009
225;22;2373;1752;2005
225;22;2063;1641;2009
225;23;2409;1927;2009
225;24;1036;542;2005
225;24;;245;2009
225;26;;1868;2009
225;27;1296;1188;2009
225;29;33582;30823;2005
225;29;21406;17747;2009
225;30;;629;2005
225;31;;348;2005
225;99;;783;2005
226;3;3754;2296;2005
226;3;3399;2740;2009
226;4;15068;16425;2005
226;4;21516;20871;2009
226;5;;111;2005
226;5;;57;2009
226;7;;193;2009
226;8;114756;104036;2005
226;8;94302;83058;2009
226;11;;91;2009
226;13;5068;5504;2005
226;13;7568;8897;2009
226;14;;1232;2005
226;14;;835;2009
226;15;;489;2009
226;16;;1275;2005
226;16;;1257;2009
226;17;9166;20702;2005
226;17;19076;28911;2009
226;20;;79;2005
226;20;;28;2009
226;21;;1128;2009
226;22;2278;1630;2005
226;22;1883;1501;2009
226;23;4511;3277;2009
226;24;;371;2005
226;24;;219;2009
226;26;;3098;2009
226;27;1921;1966;2009
226;29;41229;39115;2005
226;29;25894;23512;2009
226;30;;458;2005
226;31;;325;2005
226;99;1714;951;2005
226;99;1323;;2009
227;3;;950;2005
227;3;;1213;2009
227;4;3204;4041;2005
227;4;6717;6189;2009
227;5;;43;2005
227;5;;25;2009
227;7;;112;2009
227;8;65555;62255;2005
227;8;49398;43628;2009
227;11;;46;2009
227;13;3603;4045;2005
227;13;6851;7536;2009
227;14;;2109;2005
227;14;;1449;2009
227;15;;187;2009
227;16;;718;2005
227;16;;686;2009
227;17;6206;8530;2005
227;17;11065;13485;2009
227;18;992;;2009
227;20;;34;2005
227;20;;17;2009
227;21;;537;2009
227;22;3313;2370;2005
227;22;3039;2190;2009
227;23;;1178;2009
227;24;;204;2005
227;24;;110;2009
227;26;;1160;2009
227;27;;514;2009
227;29;25586;22111;2005
227;29;15336;13611;2009
227;30;;551;2005
227;31;;400;2005
227;99;;562;2005
228;3;;1363;2005
228;3;;1397;2009
228;4;12223;11039;2005
228;4;17133;15002;2009
228;5;;124;2005
228;5;;41;2009
228;7;;155;2009
228;8;107698;102023;2005
228;8;84953;82466;2009
228;11;;80;2009
228;13;5195;5583;2005
228;13;9362;9554;2009
228;14;;1533;2005
228;14;;1373;2009
228;15;1176;710;2009
228;16;;1376;2005
228;16;;1152;2009
228;17;12895;17012;2005
228;17;22940;24031;2009
228;20;;62;2005
228;20;;28;2009
228;21;;1172;2009
228;22;4118;2906;2005
228;22;3295;2373;2009
228;23;4051;2635;2009
228;24;;233;2005
228;24;;130;2009
228;26;;2843;2009
228;27;;705;2009
228;29;40546;39785;2005
228;29;25337;23634;2009
228;30;;253;2005
228;31;;309;2005
228;99;;963;2005
229;3;;921;2005
229;3;;912;2009
229;4;6429;6516;2005
229;4;8767;9054;2009
229;5;;82;2005
229;5;;40;2009
229;7;;116;2009
229;8;76236;71879;2005
229;8;54275;52476;2009
229;11;;72;2009
229;13;4142;4571;2005
229;13;9217;9198;2009
229;14;;1256;2005
229;14;;792;2009
229;15;;226;2009
229;16;;781;2005
229;16;;789;2009
229;17;12927;12095;2005
229;17;22069;18202;2009
229;20;;37;2005
229;20;;18;2009
229;21;;723;2009
229;22;2801;2015;2005
229;22;2600;2077;2009
229;23;3212;2392;2009
229;24;;182;2005
229;24;;100;2009
229;26;;1618;2009
229;27;;547;2009
229;29;27765;29997;2005
229;29;16573;17773;2009
229;30;;517;2005
229;31;;446;2005
229;99;;666;2005
230;3;;816;2005
230;3;;1140;2009
230;4;4643;4849;2005
230;4;5828;6786;2009
230;5;1554;295;2005
230;5;522;124;2009
230;7;;157;2009
230;8;75543;71195;2005
230;8;54904;51702;2009
230;11;;54;2009
230;13;;2966;2005
230;13;4868;5742;2009
230;14;;1536;2005
230;14;1719;1388;2009
230;15;;194;2009
230;16;;807;2005
230;16;;674;2009
230;17;5390;8694;2005
230;17;10305;14359;2009
230;20;;54;2005
230;20;;20;2009
230;21;;599;2009
230;22;3349;2405;2005
230;22;1743;1761;2009
230;23;4626;2472;2009
230;24;;120;2005
230;24;;59;2009
230;26;;1392;2009
230;27;;486;2009
230;29;25816;23382;2005
230;29;17920;14151;2009
230;30;;381;2005
230;31;;285;2005
230;99;;603;2005
231;3;;980;2005
231;3;;1232;2009
231;4;3813;4184;2005
231;4;4372;5925;2009
231;5;;52;2005
231;5;;28;2009
231;7;;93;2009
231;8;85192;74793;2005
231;8;61572;55844;2009
231;11;;47;2009
231;13;3731;4292;2005
231;13;5410;7257;2009
231;14;;1660;2005
231;14;;1258;2009
231;15;;171;2009
231;16;;1019;2005
231;16;;772;2009
231;17;4210;9272;2005
231;17;8650;15232;2009
231;20;;48;2005
231;20;;13;2009
231;21;;629;2009
231;22;3390;2627;2005
231;22;2519;2085;2009
231;23;3040;2831;2009
231;24;;129;2005
231;24;;69;2009
231;26;;1526;2009
231;27;;534;2009
231;29;24953;25931;2005
231;29;24922;15817;2009
231;30;;274;2005
231;31;;329;2005
231;99;;699;2005
231;99;602;;2009
232;3;2093;1254;2005
232;3;;1026;2009
232;4;8094;8714;2005
232;4;13833;12807;2009
232;5;;113;2005
232;5;;62;2009
232;7;;198;2009
232;8;96174;86155;2005
232;8;71148;68586;2009
232;11;;105;2009
232;13;5110;5746;2005
232;13;10544;10629;2009
232;14;;1112;2005
232;14;;913;2009
232;15;;213;2009
232;16;;1309;2005
232;16;;1284;2009
232;17;7146;12185;2005
232;17;18922;19418;2009
232;20;;58;2005
232;20;;37;2009
232;21;;965;2009
232;22;3617;3271;2005
232;22;3818;2839;2009
232;23;;2083;2009
232;24;;443;2005
232;24;;234;2009
232;26;;3686;2009
232;27;1493;1288;2009
232;29;41223;42738;2005
232;29;30587;25606;2009
232;30;;330;2005
232;31;;369;2005
232;99;;899;2005
233;3;2346;1483;2005
233;3;;1078;2009
233;4;11152;15210;2005
233;4;14784;18343;2009
233;5;474;188;2005
233;5;;68;2009
233;7;;129;2009
233;8;94356;86356;2005
233;8;75653;72120;2009
233;11;;101;2009
233;13;5309;6463;2005
233;13;10514;11453;2009
233;14;;1129;2005
233;14;;1100;2009
233;15;;430;2009
233;16;2710;1664;2005
233;16;;1037;2009
233;17;8392;15999;2005
233;17;21618;22998;2009
233;20;;61;2005
233;20;;40;2009
233;21;;1316;2009
233;22;2819;2488;2005
233;22;2753;2297;2009
233;23;4410;2772;2009
233;24;;184;2005
233;24;;153;2009
233;26;2903;3566;2009
233;27;1227;1171;2009
233;29;50566;46510;2005
233;29;35207;29375;2009
233;30;;435;2005
233;31;;464;2005
233;99;;778;2005
234;3;;1218;2005
234;3;;1288;2009
234;4;4860;6045;2005
234;4;6423;8580;2009
234;5;;88;2005
234;5;;49;2009
234;7;;226;2009
234;8;91714;84368;2005
234;8;72791;66951;2009
234;11;;94;2009
234;13;5300;5937;2005
234;13;9396;11310;2009
234;14;;1623;2005
234;14;;1185;2009
234;15;;191;2009
234;16;;1320;2005
234;16;;1225;2009
234;17;4773;11024;2005
234;17;11058;16553;2009
234;20;;64;2005
234;20;;22;2009
234;21;;966;2009
234;22;4600;3752;2005
234;22;3463;3020;2009
234;23;2830;2305;2009
234;24;;247;2005
234;24;;159;2009
234;26;;2269;2009
234;27;;761;2009
234;29;44381;41539;2005
234;29;34321;24828;2009
234;30;;406;2005
234;31;;372;2005
234;99;2103;780;2005
234;99;1506;;2009
235;3;1263;1162;2005
235;3;;1054;2009
235;4;3142;5149;2005
235;4;6031;8060;2009
235;5;;83;2005
235;5;;33;2009
235;7;;222;2009
235;8;64110;67015;2005
235;8;54891;54009;2009
235;11;;59;2009
235;13;3477;4764;2005
235;13;6567;9093;2009
235;14;;1003;2005
235;14;;693;2009
235;15;;176;2009
235;16;;1029;2005
235;16;;1132;2009
235;17;3735;8458;2005
235;17;8664;14272;2009
235;20;;55;2005
235;20;;21;2009
235;21;;872;2009
235;22;2271;2722;2005
235;22;2994;3071;2009
235;23;1563;1565;2009
235;24;;192;2005
235;24;;108;2009
235;26;;2207;2009
235;27;;642;2009
235;29;36454;39773;2005
235;29;24261;24467;2009
235;30;;364;2005
235;31;;416;2005
235;99;17944;755;2005
235;99;17196;;2009
236;3;;505;2005
236;3;1562;770;2009
236;4;13782;10386;2005
236;4;11726;13512;2009
236;5;;89;2005
236;5;;33;2009
236;7;;138;2009
236;8;76536;67980;2005
236;8;62548;57433;2009
236;11;;55;2009
236;13;;4702;2005
236;13;7601;8316;2009
236;14;;2262;2005
236;14;2213;1937;2009
236;15;;244;2009
236;16;;889;2005
236;16;;1061;2009
236;17;7137;12189;2005
236;17;13590;17523;2009
236;20;;115;2005
236;20;;58;2009
236;21;;790;2009
236;22;4201;2319;2005
236;22;1899;1759;2009
236;23;;754;2009
236;24;;329;2005
236;24;;188;2009
236;26;;3041;2009
236;27;;714;2009
236;29;31777;32012;2005
236;29;26044;19553;2009
236;30;;330;2005
236;31;;425;2005
236;99;;755;2005
236;99;303;;2009
237;3;;257;2005
237;3;;414;2009
237;4;5396;7802;2005
237;4;13096;10937;2009
237;5;;45;2005
237;5;;30;2009
237;7;;131;2009
237;8;70928;61086;2005
237;8;58848;51124;2009
237;11;;50;2009
237;13;3808;4355;2005
237;13;6318;6865;2009
237;14;;2084;2005
237;14;1855;1520;2009
237;15;;181;2009
237;16;;658;2005
237;16;;818;2009
237;17;6703;11557;2005
237;17;9898;16066;2009
237;20;;43;2005
237;20;;20;2009
237;21;;690;2009
237;22;2421;1802;2005
237;22;1701;1593;2009
237;23;;595;2009
237;24;881;531;2005
237;24;;293;2009
237;26;;2401;2009
237;27;;570;2009
237;29;36352;36118;2005
237;29;23920;22018;2009
237;30;;387;2005
237;31;;368;2005
237;99;;664;2005
238;3;;224;2005
238;3;;261;2009
238;4;6580;6468;2005
238;4;9380;8707;2009
238;5;;57;2005
238;5;;25;2009
238;7;;70;2009
238;8;65352;57476;2005
238;8;55174;49248;2009
238;11;;56;2009
238;13;4073;4732;2005
238;13;7475;8116;2009
238;14;;795;2005
238;14;;614;2009
238;15;;165;2009
238;16;;718;2005
238;16;;711;2009
238;17;4803;10348;2005
238;17;8805;13398;2009
238;20;;99;2005
238;20;;35;2009
238;21;;597;2009
238;22;3175;2886;2005
238;22;2775;2384;2009
238;23;1234;697;2009
238;24;;313;2005
238;24;;231;2009
238;26;;2093;2009
238;27;;302;2009
238;29;41705;41691;2005
238;29;28882;26869;2009
238;30;;350;2005
238;31;;314;2005
238;99;;651;2005
238;99;342;;2009
239;3;;496;2005
239;3;;487;2009
239;4;4623;7001;2005
239;4;9302;8678;2009
239;5;;98;2005
239;5;;49;2009
239;7;;111;2009
239;8;69788;61441;2005
239;8;57632;51661;2009
239;11;;93;2009
239;13;5289;6105;2005
239;13;9994;10550;2009
239;14;;1421;2005
239;14;;916;2009
239;15;;167;2009
239;16;;974;2005
239;16;;999;2009
239;17;4601;11519;2005
239;17;9604;14036;2009
239;20;;47;2005
239;20;;31;2009
239;21;;1005;2009
239;22;3224;2609;2005
239;22;3094;2458;2009
239;23;;484;2009
239;24;;807;2005
239;24;;511;2009
239;26;;2248;2009
239;27;;612;2009
239;29;51635;45909;2005
239;29;33763;29265;2009
239;30;;309;2005
239;31;;342;2005
239;99;;899;2005
239;99;650;;2009
240;3;;470;2005
240;3;;546;2009
240;4;5226;6385;2005
240;4;5985;8731;2009
240;5;;86;2005
240;5;;48;2009
240;7;;112;2009
240;8;81041;70251;2005
240;8;86658;62880;2009
240;11;;59;2009
240;13;4308;4876;2005
240;13;6624;8038;2009
240;14;;1828;2005
240;14;;1215;2009
240;15;;185;2009
240;16;;922;2005
240;16;;1045;2009
240;17;4991;10384;2005
240;17;4885;14520;2009
240;20;;63;2005
240;20;;25;2009
240;21;;827;2009
240;22;4241;3185;2005
240;22;3027;2682;2009
240;23;1407;1091;2009
240;24;;396;2005
240;24;;259;2009
240;26;;2332;2009
240;27;;659;2009
240;29;35160;36213;2005
240;29;18717;21863;2009
240;30;;513;2005
240;31;;386;2005
240;99;;686;2005
241;3;;405;2005
241;3;;553;2009
241;4;9851;13327;2005
241;4;14054;17294;2009
241;5;;101;2005
241;5;;42;2009
241;7;;187;2009
241;8;100090;87051;2005
241;8;80239;68128;2009
241;11;;128;2009
241;13;5171;6537;2005
241;13;9231;12176;2009
241;14;;2482;2005
241;14;;1301;2009
241;15;;400;2009
241;16;;1244;2005
241;16;;1520;2009
241;17;7475;14434;2005
241;17;17346;23222;2009
241;20;;101;2005
241;20;;37;2009
241;21;;1061;2009
241;22;4213;3063;2005
241;22;3835;3023;2009
241;23;3658;2662;2009
241;24;2214;1483;2005
241;24;;618;2009
241;26;3248;3512;2009
241;27;;1159;2009
241;29;55329;53775;2005
241;29;37133;32847;2009
241;30;;317;2005
241;31;;369;2005
241;99;;1104;2005
241;99;692;;2009
242;3;;279;2005
242;3;;308;2009
242;4;7203;14723;2005
242;4;15036;18043;2009
242;5;477;170;2005
242;5;;37;2009
242;7;;70;2009
242;8;65612;57370;2005
242;8;60685;48552;2009
242;11;;50;2009
242;13;3113;4574;2005
242;13;8275;8821;2009
242;14;;648;2005
242;14;;596;2009
242;15;;210;2009
242;16;;695;2005
242;16;1946;1095;2009
242;17;4913;13184;2005
242;17;12736;20048;2009
242;20;;68;2005
242;20;;45;2009
242;21;;794;2009
242;22;1799;1553;2005
242;22;1596;1362;2009
242;23;1686;1177;2009
242;24;564;437;2005
242;24;;208;2009
242;26;;4096;2009
242;27;;994;2009
242;29;54726;44033;2005
242;29;32269;28248;2009
242;30;;520;2005
242;31;;584;2005
242;99;;662;2005
242;99;281;;2009
243;3;;413;2005
243;3;;492;2009
243;4;10319;15160;2005
243;4;17109;20314;2009
243;5;;104;2005
243;5;;66;2009
243;7;;142;2009
243;8;92017;79648;2005
243;8;76897;63392;2009
243;11;;136;2009
243;13;7913;7883;2005
243;13;13798;14667;2009
243;14;;1617;2005
243;14;;1251;2009
243;15;;364;2009
243;16;;1327;2005
243;16;;1512;2009
243;17;7896;16317;2005
243;17;15361;24978;2009
243;18;2042;;2009
243;20;;121;2005
243;20;;66;2009
243;21;;1355;2009
243;22;4580;3374;2005
243;22;3551;2714;2009
243;23;;1610;2009
243;24;;784;2005
243;24;;393;2009
243;26;4166;5035;2009
243;27;;1604;2009
243;29;65014;60544;2005
243;29;44505;37820;2009
243;30;;406;2005
243;31;;256;2005
243;99;;1149;2005
244;3;907;428;2005
244;3;;233;2009
244;4;9878;17221;2005
244;4;15043;20934;2009
244;5;;77;2005
244;5;;52;2009
244;7;;89;2009
244;8;57917;49634;2005
244;8;48943;40094;2009
244;11;;79;2009
244;13;5780;7178;2005
244;13;10923;12554;2009
244;14;;693;2005
244;14;;611;2009
244;15;;313;2009
244;16;;557;2005
244;16;;620;2009
244;17;5317;12476;2005
244;17;10652;18528;2009
244;20;218;161;2005
244;20;187;106;2009
244;21;;1129;2009
244;22;2283;1944;2005
244;22;2320;1835;2009
244;23;;847;2009
244;24;638;461;2005
244;24;;168;2009
244;26;4268;4940;2009
244;27;;1081;2009
244;29;55046;46456;2005
244;29;41246;29751;2009
244;30;;671;2005
244;31;;478;2005
244;99;;927;2005
245;3;1303;594;2005
245;3;;267;2009
245;4;7411;10144;2005
245;4;10048;12210;2009
245;5;;74;2005
245;5;;44;2009
245;7;;85;2009
245;8;59510;54367;2005
245;8;47519;42645;2009
245;11;;80;2009
245;13;5320;6595;2005
245;13;10794;11698;2009
245;14;;1031;2005
245;14;;752;2009
245;15;;262;2009
245;16;;672;2005
245;16;;776;2009
245;17;5433;10285;2005
245;17;10498;14592;2009
245;20;;125;2005
245;20;;62;2009
245;21;;946;2009
245;22;2968;2358;2005
245;22;3136;2548;2009
245;23;;753;2009
245;24;820;569;2005
245;24;;209;2009
245;26;2653;3220;2009
245;27;1290;1500;2009
245;29;52523;47925;2005
245;29;37159;30766;2009
245;30;;615;2005
245;31;;312;2005
245;99;;898;2005
246;3;;375;2005
246;3;;495;2009
246;4;9557;13359;2005
246;4;16521;19517;2009
246;5;;72;2005
246;5;;42;2009
246;7;;120;2009
246;8;91633;81783;2005
246;8;75280;64763;2009
246;11;;94;2009
246;13;5511;6333;2005
246;13;9610;11262;2009
246;14;;1213;2005
246;14;;1474;2009
246;15;;361;2009
246;16;;935;2005
246;16;;1139;2009
246;17;7968;14254;2005
246;17;18809;23177;2009
246;20;;76;2005
246;20;;28;2009
246;21;;1162;2009
246;22;3227;2528;2005
246;22;3289;2487;2009
246;23;;1065;2009
246;24;1437;871;2005
246;24;;359;2009
246;26;3205;3690;2009
246;27;1642;1822;2009
246;29;60277;57883;2005
246;29;40464;36327;2009
246;30;;595;2005
246;31;;303;2005
246;99;;932;2005
247;3;;337;2005
247;3;;329;2009
247;4;16105;11050;2005
247;4;22717;15071;2009
247;5;;92;2005
247;5;;50;2009
247;7;;120;2009
247;8;73957;66568;2005
247;8;56491;53201;2009
247;11;;60;2009
247;13;4227;4952;2005
247;13;8072;8828;2009
247;14;;2174;2005
247;14;;1791;2009
247;15;;246;2009
247;16;;1052;2005
247;16;;1089;2009
247;17;6897;14883;2005
247;17;15185;20868;2009
247;20;;152;2005
247;20;;67;2009
247;21;;917;2009
247;22;2601;1607;2005
247;22;2716;1750;2009
247;23;1841;979;2009
247;24;;198;2005
247;24;;99;2009
247;26;;2828;2009
247;27;;1180;2009
247;29;37309;37783;2005
247;29;25143;23235;2009
247;30;;488;2005
247;31;;444;2005
247;99;;848;2005
248;3;;378;2005
248;3;;495;2009
248;4;10539;9646;2005
248;4;14723;12475;2009
248;5;;86;2005
248;5;;56;2009
248;7;;196;2009
248;8;98772;91645;2005
248;8;85574;75708;2009
248;11;;70;2009
248;13;7465;8422;2005
248;13;13000;13717;2009
248;14;;2701;2005
248;14;;1580;2009
248;15;;264;2009
248;16;;1194;2005
248;16;;1339;2009
248;17;7778;15888;2005
248;17;13592;22188;2009
248;20;;96;2005
248;20;;33;2009
248;21;;804;2009
248;22;4238;3245;2005
248;22;3305;2504;2009
248;23;;1242;2009
248;24;1175;603;2005
248;24;;259;2009
248;26;;2807;2009
248;27;;703;2009
248;29;41885;37654;2005
248;29;28487;23712;2009
248;30;;435;2005
248;31;;413;2005
248;99;;990;2005
248;99;712;;2009
249;3;;310;2005
249;3;;379;2009
249;4;9202;10339;2005
249;4;13649;14285;2009
249;5;;124;2005
249;5;;47;2009
249;7;;113;2009
249;8;88171;78161;2005
249;8;75542;63513;2009
249;11;;59;2009
249;13;;4906;2005
249;13;8817;9346;2009
249;14;3390;2718;2005
249;14;2230;1826;2009
249;15;;307;2009
249;16;;1010;2005
249;16;;1205;2009
249;17;6103;13297;2005
249;17;12858;20360;2009
249;20;;84;2005
249;20;;46;2009
249;21;;1067;2009
249;22;1821;1680;2005
249;22;1620;1575;2009
249;23;;1087;2009
249;24;941;478;2005
249;24;921;232;2009
249;26;;2888;2009
249;27;;986;2009
249;29;44689;41828;2005
249;29;28659;25872;2009
249;30;;441;2005
249;31;;549;2005
249;99;933;902;2005
250;3;;363;2005
250;3;2213;784;2009
250;4;7797;10252;2005
250;4;14598;13182;2009
250;5;;83;2005
250;5;;40;2009
250;7;;157;2009
250;8;82989;73981;2005
250;8;66253;62265;2009
250;11;;57;2009
250;13;9848;8178;2005
250;13;14803;13317;2009
250;14;;3290;2005
250;14;;1790;2009
250;15;;242;2009
250;16;;1044;2005
250;16;;1090;2009
250;17;6483;13320;2005
250;17;13713;18742;2009
250;20;;128;2005
250;20;;62;2009
250;21;;771;2009
250;22;3397;2037;2005
250;22;3029;1829;2009
250;23;;990;2009
250;24;;462;2005
250;24;;277;2009
250;26;;3076;2009
250;27;;765;2009
250;29;42937;39889;2005
250;29;27794;24747;2009
250;30;;436;2005
250;31;;466;2005
250;41;933;;2005
250;99;;955;2005
250;99;526;;2009
251;3;;348;2005
251;3;;428;2009
251;4;15157;19701;2005
251;4;21914;24341;2009
251;5;;96;2005
251;5;;59;2009
251;7;;147;2009
251;8;82915;75419;2005
251;8;73800;65294;2009
251;11;;39;2009
251;13;5736;6821;2005
251;13;9334;10582;2009
251;14;4444;4176;2005
251;14;;2462;2009
251;15;;260;2009
251;16;;982;2005
251;16;;1011;2009
251;17;8636;16938;2005
251;17;17030;23203;2009
251;20;;70;2005
251;20;;36;2009
251;21;;1103;2009
251;22;935;928;2005
251;22;2312;1287;2009
251;23;;1422;2009
251;24;1241;519;2005
251;24;;250;2009
251;26;3659;4262;2009
251;27;;836;2009
251;29;56719;49232;2005
251;29;39055;31440;2009
251;30;;455;2005
251;31;;500;2005
251;99;;1041;2005
251;99;742;;2009
252;3;;455;2005
252;3;1022;674;2009
252;4;17462;15457;2005
252;4;19708;16898;2009
252;5;877;250;2005
252;5;177;89;2009
252;7;;115;2009
252;8;72284;65285;2005
252;8;56644;51728;2009
252;11;;88;2009
252;13;5280;6052;2005
252;13;9318;10552;2009
252;14;;1437;2005
252;14;;899;2009
252;15;;307;2009
252;16;;682;2005
252;16;;665;2009
252;17;7393;13427;2005
252;17;14638;17645;2009
252;20;;116;2005
252;20;230;113;2009
252;21;;965;2009
252;22;2257;1617;2005
252;22;2038;1602;2009
252;23;1621;1073;2009
252;24;;353;2005
252;24;;136;2009
252;26;;4166;2009
252;27;1658;1513;2009
252;29;41290;41149;2005
252;29;26268;24981;2009
252;30;;614;2005
252;31;;427;2005
252;99;;848;2005
252;99;846;;2009
253;3;;947;2005
253;3;2552;1609;2009
253;4;13159;14067;2005
253;4;15031;16430;2009
253;5;;144;2005
253;5;444;122;2009
253;7;;191;2009
253;8;112956;100308;2005
253;8;92508;80335;2009
253;11;;110;2009
253;13;5007;5537;2005
253;13;8264;9425;2009
253;14;;2374;2005
253;14;;1777;2009
253;15;;405;2009
253;16;;1190;2005
253;16;;1187;2009
253;17;10866;19169;2005
253;17;20137;27522;2009
253;20;;88;2005
253;20;;46;2009
253;21;;1208;2009
253;22;3468;2351;2005
253;22;2834;2168;2009
253;23;2804;1790;2009
253;24;;416;2005
253;24;;200;2009
253;26;;3399;2009
253;27;2539;1990;2009
253;29;41804;41717;2005
253;29;27427;25356;2009
253;30;;490;2005
253;31;;358;2005
253;99;1266;1108;2005
254;3;;623;2005
254;3;2385;1432;2009
254;4;8154;7463;2005
254;4;9962;10139;2009
254;5;;80;2005
254;5;;41;2009
254;7;;182;2009
254;8;87740;82845;2005
254;8;69102;64647;2009
254;11;;63;2009
254;13;3883;3960;2005
254;13;8025;7605;2009
254;14;;2170;2005
254;14;;1725;2009
