Wahlkreis;Partei;Erststimmen;Zweitstimmen;Jahr
96;5;;48;2005
96;5;;38;2009
96;6;43054;35646;2005
96;6;38093;33367;2009
96;11;;57;2009
96;12;;44;2005
96;12;;58;2009
96;13;6809;8809;2005
96;13;11390;13540;2009
96;14;;578;2005
96;14;;367;2009
96;16;;402;2005
96;16;;473;2009
96;17;5569;13712;2005
96;17;11187;17225;2009
96;20;;50;2005
96;20;;53;2009
96;21;;602;2005
96;21;;847;2009
96;22;1233;973;2005
96;22;1788;1231;2009
96;23;;201;2009
96;24;;121;2005
96;25;;87;2005
96;25;;26;2009
96;26;;2791;2009
96;27;;257;2009
96;28;;456;2009
96;29;71575;57935;2005
96;29;47625;37019;2009
96;30;;892;2005
96;38;289;;2005
96;99;289;892;2005
97;1;;119;2005
97;1;;137;2009
97;4;10505;22776;2005
97;4;16856;26573;2009
97;5;;37;2005
97;5;251;87;2009
97;6;67381;59241;2005
97;6;51674;51654;2009
97;11;;52;2009
97;12;;73;2005
97;12;;87;2009
97;13;5125;7589;2005
97;13;8381;11624;2009
97;14;;221;2005
97;14;;244;2009
97;15;446;;2009
97;16;;447;2005
97;16;;443;2009
97;17;14841;23429;2005
97;17;31606;31483;2009
97;20;;33;2005
97;20;;40;2009
97;21;;647;2005
97;21;;786;2009
97;22;1032;823;2005
97;22;1211;1049;2009
97;23;;208;2009
97;24;;190;2005
97;25;;39;2005
97;25;;26;2009
97;26;;3685;2009
97;27;;74;2009
97;28;;280;2009
97;29;71537;54523;2005
97;29;55251;37387;2009
97;30;;579;2005
97;99;;579;2005
98;1;999;582;2005
98;1;1581;741;2009
98;4;7311;14605;2005
98;4;15389;17359;2009
98;5;;39;2005
98;5;;21;2009
98;6;80894;67060;2005
98;6;73959;58516;2009
98;11;;93;2009
98;12;;83;2005
98;12;;100;2009
98;13;5615;7670;2005
98;13;10523;11650;2009
98;14;;300;2005
98;14;;271;2009
98;16;;669;2005
98;16;;678;2009
98;17;7780;21733;2005
98;17;18727;31488;2009
98;20;;34;2005
98;20;;19;2009
98;21;;870;2005
98;21;;1113;2009
98;22;1580;1574;2005
98;22;1765;1462;2009
98;23;;153;2009
98;24;;380;2005
98;25;;50;2005
98;25;;15;2009
98;26;;2887;2009
98;27;;194;2009
98;28;;432;2009
98;29;73513;61692;2005
98;29;42568;37986;2009
98;30;;622;2005
98;99;;622;2005
98;99;319;;2009
99;1;474;197;2005
99;1;969;452;2009
99;4;7708;13843;2005
99;4;14046;16898;2009
99;5;;32;2005
99;5;;15;2009
99;6;87736;69678;2005
99;6;80363;59487;2009
99;11;;69;2009
99;12;;49;2005
99;12;;96;2009
99;13;4492;5867;2005
99;13;7430;8800;2009
99;14;;232;2005
99;14;;224;2009
99;16;;468;2005
99;16;;605;2009
99;17;8063;24947;2005
99;17;16012;34858;2009
99;20;;29;2005
99;20;;27;2009
99;21;;675;2005
99;21;;974;2009
99;22;1130;1099;2005
99;22;1443;1188;2009
99;23;;149;2009
99;24;;304;2005
99;25;;49;2005
99;25;;15;2009
99;26;;2445;2009
99;27;;163;2009
99;28;;331;2009
99;29;59838;51802;2005
99;29;39489;33235;2009
99;30;;483;2005
99;99;;483;2005
100;1;;149;2005
100;1;;193;2009
100;4;6129;10891;2005
100;4;10066;12826;2009
100;5;;27;2005
100;5;;36;2009
100;6;79789;64751;2005
100;6;71759;56807;2009
100;11;;119;2009
100;12;;53;2005
100;12;;79;2009
100;13;5736;7232;2005
100;13;9599;11070;2009
100;14;;484;2005
100;14;;380;2009
100;16;;854;2005
100;16;;905;2009
100;17;6743;18849;2005
100;17;12990;25007;2009
100;20;;38;2005
100;20;;16;2009
100;21;;898;2005
100;21;;977;2009
100;22;1509;1401;2005
100;22;1734;1317;2009
100;23;458;264;2009
100;24;;698;2005
100;25;;82;2005
100;25;;22;2009
100;26;;2035;2009
100;27;;228;2009
100;28;;551;2009
100;29;62195;55537;2005
100;29;41165;35604;2009
100;30;;554;2005
100;99;351;554;2005
100;99;449;;2009
101;1;;125;2005
101;1;;197;2009
101;4;8735;15421;2005
101;4;13745;18582;2009
101;5;;66;2005
101;5;;47;2009
101;6;86290;64757;2005
101;6;82523;58572;2009
101;11;;94;2009
101;12;;42;2005
101;12;;87;2009
101;13;5358;7180;2005
101;13;8561;10832;2009
101;14;;358;2005
101;14;;353;2009
101;16;;678;2005
101;16;;725;2009
101;17;7881;24683;2005
101;17;14198;31480;2009
101;20;;48;2005
101;20;;30;2009
101;21;;879;2005
101;21;;1111;2009
101;22;1415;1109;2005
101;22;1643;1227;2009
101;23;;177;2009
101;24;;272;2005
101;25;;46;2005
101;25;;18;2009
101;26;;2346;2009
101;27;;292;2009
101;28;;543;2009
101;29;65495;58867;2005
101;29;43992;38415;2009
101;30;;704;2005
101;99;;704;2005
101;99;409;;2009
102;1;;169;2005
102;1;;153;2009
102;4;8425;15856;2005
102;4;13386;18064;2009
102;5;;50;2005
102;5;;42;2009
102;6;57271;47453;2005
102;6;51242;43188;2009
102;11;;92;2009
102;12;;46;2005
102;12;;76;2009
102;13;7050;8856;2005
102;13;11723;13715;2009
102;14;;522;2005
102;14;;448;2009
102;16;;661;2005
102;16;;712;2009
102;17;6248;16015;2005
102;17;11332;20670;2009
102;20;280;170;2005
102;20;323;180;2009
102;21;;716;2005
102;21;;1039;2009
102;22;1689;1430;2005
102;22;2364;1815;2009
102;23;;160;2009
102;24;;145;2005
102;25;;89;2005
102;25;;29;2009
102;26;;2578;2009
102;27;;292;2009
102;28;;620;2009
102;29;78235;66721;2005
102;29;53517;40982;2009
102;30;;887;2005
102;38;355;;2005
102;99;355;887;2005
102;99;529;;2009
103;1;;184;2005
103;1;;169;2009
103;4;7720;15229;2005
103;4;13308;18285;2009
103;5;;50;2005
103;5;;25;2009
103;6;58192;47248;2005
103;6;49021;40972;2009
103;11;;78;2009
103;12;;47;2005
103;12;;56;2009
103;13;9454;11629;2005
103;13;15003;16743;2009
103;14;;1186;2005
103;14;;1098;2009
103;16;;719;2005
103;16;;629;2009
103;17;7008;17473;2005
103;17;11852;19458;2009
103;20;;114;2005
103;20;287;114;2009
103;21;;943;2005
103;21;;1009;2009
103;22;2106;1542;2005
103;22;2337;1537;2009
103;23;;128;2009
103;24;;290;2005
103;25;;86;2005
103;25;;27;2009
103;26;;2880;2009
103;27;;189;2009
103;28;;533;2009
103;29;78426;66241;2005
103;29;51180;39244;2009
103;30;;1095;2005
103;35;943;;2005
103;99;943;1095;2005
104;1;;177;2005
104;1;;193;2009
104;4;7600;12718;2005
104;4;12956;16357;2009
104;5;;47;2005
104;5;;44;2009
104;6;72385;58141;2005
104;6;62365;51248;2009
104;11;;139;2009
104;12;;49;2005
104;12;;102;2009
104;13;8336;10182;2005
104;13;13418;15057;2009
104;14;;823;2005
104;14;;664;2009
104;16;;741;2005
104;16;;819;2009
104;17;9506;22293;2005
104;17;13940;26079;2009
104;20;375;167;2005
104;20;;91;2009
104;21;;964;2005
104;21;;1103;2009
104;22;1963;1482;2005
104;22;2446;1668;2009
104;23;;157;2009
104;24;;292;2005
104;25;;65;2005
104;25;;26;2009
104;26;;2891;2009
104;27;;223;2009
104;28;;668;2009
104;29;76358;67871;2005
104;29;54910;42869;2009
104;30;;781;2005
104;99;;781;2005
105;1;;131;2005
105;1;;164;2009
105;4;7034;11398;2005
105;4;10611;15404;2009
105;5;;79;2005
105;5;;48;2009
105;6;77187;61598;2005
105;6;66300;52053;2009
105;11;;69;2009
105;12;;40;2005
105;12;;84;2009
105;13;5753;7178;2005
105;13;8412;10411;2009
105;14;;545;2005
105;14;;628;2009
105;16;;667;2005
105;16;;785;2009
105;17;6879;20143;2005
105;17;11674;27081;2009
105;20;;52;2005
105;20;;32;2009
105;21;;761;2005
105;21;;960;2009
105;22;1520;1183;2005
105;22;1690;1218;2009
105;23;;123;2009
105;24;;211;2005
105;25;;49;2005
105;25;;21;2009
105;26;;2401;2009
105;27;;257;2009
105;28;;596;2009
105;29;64699;58511;2005
105;29;50319;36767;2009
105;30;;945;2005
105;99;;945;2005
106;1;;129;2005
106;1;;122;2009
106;4;5188;8806;2005
106;4;8447;11350;2009
106;5;;27;2005
106;5;;28;2009
106;6;55728;47366;2005
106;6;48276;40999;2009
106;11;;84;2009
106;12;;46;2005
106;12;;94;2009
106;13;6321;6668;2005
106;13;8418;9839;2009
106;14;;474;2005
106;14;;467;2009
106;16;;487;2005
106;16;;596;2009
106;17;7120;15867;2005
106;17;11332;20574;2009
106;20;;61;2005
106;20;;28;2009
106;21;;597;2005
106;21;;756;2009
106;22;1246;885;2005
106;22;1503;1061;2009
106;23;;95;2009
106;24;;161;2005
106;25;;60;2005
106;25;;20;2009
106;26;;1955;2009
106;27;;199;2009
106;28;;422;2009
106;29;58157;51750;2005
106;29;43173;32740;2009
106;30;;632;2005
106;99;;632;2005
107;1;;110;2005
107;1;;114;2009
107;4;8624;16217;2005
107;4;15894;19967;2009
107;5;;58;2005
107;5;;38;2009
107;6;74976;59644;2005
107;6;68749;52747;2009
107;11;;47;2009
107;12;;53;2005
107;12;;90;2009
107;13;6239;8180;2005
107;13;10266;11962;2009
107;14;;480;2005
107;14;;734;2009
107;16;;358;2005
107;16;;405;2009
107;17;8763;23983;2005
107;17;16472;31626;2009
107;20;188;107;2005
107;20;204;71;2009
107;21;;642;2005
107;21;;876;2009
107;22;1129;818;2005
107;22;1304;804;2009
107;23;;104;2009
107;24;;117;2005
107;25;;49;2005
107;25;;28;2009
107;26;;2554;2009
107;27;;155;2009
107;28;;439;2009
107;29;68314;56672;2005
107;29;45125;35625;2009
107;30;;997;2005
107;99;;997;2005
108;1;;146;2005
108;1;;119;2009
108;4;7483;13902;2005
108;4;13137;16897;2009
108;5;;75;2005
108;5;;28;2009
108;6;55982;46704;2005
108;6;50233;40906;2009
108;11;;63;2009
108;12;;46;2005
108;12;;89;2009
108;13;7070;8569;2005
108;13;12948;13244;2009
108;14;;718;2005
108;14;;1002;2009
108;16;;491;2005
108;16;;511;2009
108;17;6324;15200;2005
108;17;10758;20625;2009
108;20;;68;2005
108;20;202;64;2009
108;21;;741;2005
108;21;;841;2009
108;22;1215;874;2005
108;22;1560;900;2009
108;23;;108;2009
108;24;;140;2005
108;25;;48;2005
108;25;;23;2009
108;26;;2499;2009
108;27;;208;2009
108;28;;495;2009
108;29;66555;56223;2005
108;29;44295;34873;2009
108;30;;1170;2005
108;38;257;;2005
108;99;257;1170;2005
109;1;;144;2005
109;1;;133;2009
109;4;5111;9806;2005
109;4;9935;12133;2009
109;5;;44;2005
109;5;;22;2009
109;6;77781;65763;2005
109;6;70787;55419;2009
109;11;;85;2009
109;12;1297;577;2005
109;12;;509;2009
109;13;5464;6484;2005
109;13;8709;9755;2009
109;14;;550;2005
109;14;;530;2009
109;16;;635;2005
109;16;;813;2009
109;17;5994;18411;2005
109;17;12763;25944;2009
109;20;;67;2005
109;20;;30;2009
109;21;;786;2005
109;21;;989;2009
109;22;1673;1392;2005
109;22;2168;1543;2009
109;23;;107;2009
109;24;;101;2005
109;25;;72;2005
109;25;;22;2009
109;26;;2556;2009
109;27;;242;2009
109;28;;603;2009
109;29;65603;57537;2005
109;29;43614;36812;2009
109;30;;648;2005
109;99;;648;2005
110;1;;115;2005
110;1;;104;2009
110;4;5308;8715;2005
110;4;10162;10876;2009
110;5;;24;2005
110;5;;20;2009
110;6;66715;54439;2005
110;6;55784;43020;2009
110;11;;49;2009
110;12;;56;2005
110;12;;259;2009
110;13;5870;7337;2005
110;13;9233;10241;2009
110;14;;328;2005
110;14;;301;2009
110;16;;623;2005
110;16;;526;2009
110;17;5711;16819;2005
110;17;11573;22148;2009
110;20;;40;2005
110;20;;31;2009
110;21;;804;2005
110;21;;906;2009
110;22;1550;1237;2005
110;22;1569;1231;2009
110;23;;84;2009
110;24;;134;2005
110;25;;59;2005
110;25;;19;2009
110;26;;2191;2009
110;27;;196;2009
110;28;;526;2009
110;29;54170;48167;2005
110;29;33852;30018;2009
110;30;;602;2005
110;99;;602;2005
110;99;243;;2009
111;1;;129;2005
111;1;;121;2009
111;4;6994;11422;2005
111;4;12043;13867;2009
111;5;;38;2005
111;5;;32;2009
111;6;75258;61323;2005
111;6;62639;53252;2009
111;11;;60;2009
111;12;;137;2005
111;12;;285;2009
111;13;5569;6867;2005
111;13;8641;10016;2009
111;14;;444;2005
111;14;;345;2009
111;16;;763;2005
111;16;2100;1028;2009
111;17;8050;21763;2005
111;17;18168;28625;2009
111;20;;77;2005
111;20;;44;2009
111;21;;798;2005
111;21;;926;2009
111;22;1202;1087;2005
111;22;1358;1012;2009
111;23;;90;2009
111;24;;122;2005
111;25;;61;2005
111;25;;20;2009
111;26;;2267;2009
111;27;;195;2009
111;28;;522;2009
111;29;61414;53272;2005
111;29;43087;35551;2009
111;30;;736;2005
111;35;442;;2005
111;99;442;736;2005
112;1;;132;2005
112;1;;133;2009
112;4;8065;11651;2005
112;4;12633;14433;2009
112;5;;41;2005
112;5;;22;2009
112;6;84058;69446;2005
112;6;79359;61723;2009
112;11;;78;2009
112;12;;95;2005
112;12;;106;2009
112;13;6568;7627;2005
112;13;11102;11935;2009
112;14;;417;2005
112;14;;302;2009
112;16;;847;2005
112;16;;840;2009
112;17;9520;22469;2005
112;17;15755;30071;2009
112;20;;48;2005
112;20;;22;2009
112;21;;1033;2005
112;21;;1269;2009
112;22;1598;1319;2005
112;22;1836;1428;2009
112;23;;130;2009
112;24;;182;2005
112;25;;73;2005
112;25;;25;2009
112;26;;2554;2009
112;27;;171;2009
112;28;;723;2009
112;29;64985;58961;2005
112;29;41691;36743;2009
112;30;;663;2005
112;99;;663;2005
113;1;;119;2005
113;1;;115;2009
113;4;6310;9545;2005
113;4;10148;12355;2009
113;5;;47;2005
113;5;;29;2009
113;6;85994;76189;2005
113;6;76480;66161;2009
113;11;;95;2009
113;12;;51;2005
113;12;;90;2009
113;13;5207;6540;2005
113;13;8787;9566;2009
113;14;;320;2005
113;14;;299;2009
113;16;;725;2005
113;16;;819;2009
113;17;8460;18331;2005
113;17;14620;25249;2009
113;20;;39;2005
113;20;;25;2009
113;21;;871;2005
113;21;;974;2009
113;22;1427;1272;2005
113;22;;1045;2009
113;23;;138;2009
113;24;;117;2005
113;25;;90;2005
113;25;;15;2009
113;26;;2277;2009
113;27;;166;2009
113;28;;511;2009
113;29;63567;56710;2005
113;29;46290;36810;2009
113;30;;485;2005
113;99;;485;2005
114;1;;125;2005
114;1;;97;2009
114;4;5884;10209;2005
114;4;9873;12853;2009
114;5;;29;2005
114;5;;28;2009
114;6;63622;53850;2005
114;6;57576;49564;2009
114;11;;87;2009
114;12;;54;2005
114;12;;86;2009
114;13;6301;7708;2005
114;13;11071;12676;2009
114;14;;474;2005
114;14;;395;2009
114;16;;675;2005
114;16;1583;923;2009
114;17;5716;14529;2005
114;17;10624;19441;2009
114;20;;75;2005
114;20;;30;2009
114;21;;786;2005
114;21;;969;2009
114;22;1344;1148;2005
114;22;1569;1323;2009
114;23;;114;2009
114;24;;88;2005
114;25;;64;2005
114;25;;15;2009
114;26;;2335;2009
114;27;;187;2009
114;28;;446;2009
114;29;79615;72290;2005
114;29;57225;48139;2009
114;30;;462;2005
114;99;;462;2005
115;1;;117;2005
115;1;;102;2009
115;4;5168;10897;2005
115;4;9462;12727;2009
115;5;;23;2005
115;5;;21;2009
115;6;51285;43053;2005
115;6;44906;38812;2009
115;11;;76;2009
115;12;;43;2005
115;12;;72;2009
115;13;5564;7209;2005
115;13;10123;11438;2009
115;14;;451;2005
115;14;;308;2009
115;16;;545;2005
115;16;;535;2009
115;17;6006;14161;2005
115;17;11098;18168;2009
115;20;;91;2005
115;20;270;108;2009
115;21;;721;2005
115;21;;841;2009
115;22;1291;994;2005
115;22;1425;1091;2009
115;23;;76;2009
115;24;;134;2005
115;25;;60;2005
115;25;;20;2009
115;26;;2078;2009
115;27;;187;2009
115;28;;539;2009
115;29;71413;61757;2005
115;29;50636;40990;2009
115;30;;602;2005
115;99;;602;2005
116;1;;135;2005
116;1;;120;2009
116;4;5884;11955;2005
116;4;9791;12118;2009
116;5;;62;2005
116;5;;36;2009
116;6;41821;35040;2005
116;6;40001;33638;2009
116;11;;110;2009
116;12;;48;2005
116;12;;131;2009
116;13;8936;10468;2005
116;13;13237;14678;2009
116;14;;645;2005
116;14;;594;2009
116;16;1310;874;2005
116;16;;662;2009
116;17;3951;9644;2005
116;17;7501;12709;2009
116;20;;157;2005
116;20;;161;2009
116;21;;825;2005
116;21;;1038;2009
116;22;1571;1222;2005
116;22;2191;1529;2009
116;23;;107;2009
116;24;;102;2005
116;25;;42;2005
116;25;;32;2009
116;26;;2305;2009
116;27;;217;2009
116;28;;551;2009
116;29;80328;71746;2005
116;29;53363;45956;2009
116;30;;688;2005
116;99;;688;2005
116;99;405;;2009
117;1;;121;2005
117;1;;80;2009
117;4;2942;6873;2005
117;4;5430;6582;2009
117;5;;38;2005
117;5;;32;2009
117;6;28066;24076;2005
117;6;24779;21808;2009
117;11;;114;2009
117;12;;41;2005
117;12;;177;2009
117;13;7621;8980;2005
117;13;10519;12940;2009
117;14;;650;2005
117;14;;519;2009
117;16;;524;2005
117;16;;502;2009
117;17;2625;6219;2005
117;17;5189;7872;2009
117;20;371;242;2005
117;20;275;168;2009
117;21;;745;2005
117;21;;818;2009
117;22;2246;1798;2005
117;22;2953;1960;2009
117;23;;51;2009
117;24;;66;2005
117;25;;47;2005
117;25;;28;2009
117;26;;1503;2009
117;27;;175;2009
117;28;;453;2009
117;29;70299;62995;2005
117;29;44436;38305;2009
117;30;;519;2005
117;99;;519;2005
117;99;264;;2009
118;1;;114;2005
118;1;;119;2009
118;4;9668;11350;2005
118;4;14772;13352;2009
118;5;;40;2005
118;5;;43;2009
118;6;43411;38228;2005
118;6;40001;35712;2009
118;11;;135;2009
118;12;;60;2005
118;12;;93;2009
118;13;9108;10843;2005
118;13;14008;16311;2009
118;14;;597;2005
118;14;;480;2009
118;16;;648;2005
118;16;;740;2009
118;17;4344;10362;2005
118;17;9231;15049;2009
118;20;274;180;2005
118;20;282;118;2009
118;21;;848;2005
118;21;;1109;2009
118;22;1905;1656;2005
118;22;2643;2011;2009
118;23;;106;2009
118;24;;89;2005
118;25;;79;2005
118;25;;35;2009
118;26;;2325;2009
118;27;;211;2009
118;28;;667;2009
118;29;95580;88560;2005
118;29;65189;57689;2009
118;30;;620;2005
118;99;;620;2005
119;1;;113;2005
119;1;;108;2009
119;4;6385;11676;2005
119;4;10801;13253;2009
119;5;;38;2005
119;5;;60;2009
119;6;51021;42744;2005
119;6;44653;37762;2009
119;11;;83;2009
119;12;;38;2005
119;12;;66;2009
119;13;7918;9801;2005
119;13;12143;13226;2009
119;14;;512;2005
119;14;;538;2009
119;16;1477;1033;2005
119;16;;698;2009
119;17;5149;12595;2005
119;17;11852;18416;2009
119;20;377;230;2005
119;20;;139;2009
119;21;;706;2005
119;21;;1018;2009
119;22;1326;1174;2005
119;22;1940;1458;2009
119;23;;97;2009
119;24;;150;2005
119;25;;41;2005
119;25;;32;2009
119;26;;2054;2009
119;27;;227;2009
119;28;;518;2009
119;29;81810;74069;2005
119;29;57547;49498;2009
119;30;;554;2005
119;99;;554;2005
120;1;;189;2005
120;1;;118;2009
120;4;4186;8787;2005
120;4;7352;9495;2009
120;5;;44;2005
120;5;583;154;2009
120;6;34099;29742;2005
120;6;28968;25067;2009
120;11;;62;2009
120;12;;47;2005
120;12;;74;2009
120;13;7603;9238;2005
120;13;11065;12431;2009
120;14;;853;2005
120;14;;979;2009
120;16;;576;2005
120;16;;565;2009
120;17;3692;7848;2005
120;17;6967;10947;2009
120;20;328;204;2005
120;20;240;141;2009
120;21;;795;2005
120;21;;874;2009
120;22;1862;1366;2005
120;22;2218;1619;2009
120;23;;65;2009
120;24;;91;2005
120;25;;52;2005
120;25;;31;2009
120;26;;1852;2009
120;27;;171;2009
120;28;;407;2009
120;29;72664;64278;2005
120;29;49023;41637;2009
120;30;;616;2005
120;99;;616;2005
121;1;;142;2005
121;1;;142;2009
121;4;8987;15714;2005
121;4;13969;17807;2009
121;5;;53;2005
121;5;508;148;2009
121;6;60530;50018;2005
121;6;53269;44455;2009
121;11;;75;2009
121;12;;85;2005
121;12;;78;2009
121;13;7373;9089;2005
121;13;10240;12239;2009
121;14;;472;2005
121;14;;598;2009
121;16;;471;2005
121;16;;525;2009
121;17;5365;15235;2005
121;17;11035;20829;2009
121;20;;122;2005
121;20;;91;2009
121;21;;826;2005
121;21;;915;2009
121;22;1209;916;2005
121;22;1614;1227;2009
121;23;;109;2009
121;24;;145;2005
121;25;;54;2005
121;25;;39;2009
121;26;;2341;2009
121;27;;173;2009
121;28;;404;2009
121;29;77708;67967;2005
121;29;57055;45888;2009
121;30;;612;2005
121;35;460;;2005
121;99;460;612;2005
122;1;;127;2005
122;1;;102;2009
122;4;4094;7621;2005
122;4;7846;9984;2009
122;5;;38;2005
122;5;;30;2009
122;6;41620;38227;2005
122;6;37504;34732;2009
122;11;;182;2009
122;12;;30;2005
122;12;;56;2009
122;13;7285;8411;2005
122;13;12781;14202;2009
122;14;;488;2005
122;14;;410;2009
122;16;;529;2005
122;16;;599;2009
122;17;4859;8276;2005
122;17;9090;13462;2009
122;20;;120;2005
122;20;;80;2009
122;21;;605;2005
122;21;;852;2009
122;22;1612;1224;2005
122;22;2078;1470;2009
122;23;;82;2009
122;24;;97;2005
122;25;;65;2005
122;25;;17;2009
122;26;;2162;2009
122;27;;202;2009
122;28;;463;2009
122;29;74750;68262;2005
122;29;52627;43571;2009
122;30;;449;2005
122;99;;449;2005
122;99;264;;2009
123;1;;153;2005
123;1;;134;2009
123;4;5608;8303;2005
123;4;8603;10299;2009
123;5;;24;2005
123;5;;28;2009
123;6;49192;43864;2005
123;6;44021;40418;2009
123;11;;135;2009
123;12;;43;2005
123;12;;64;2009
123;13;7397;8479;2005
123;13;13805;14614;2009
123;14;;496;2005
123;14;;483;2009
123;16;;514;2005
123;16;;694;2009
123;17;4654;9589;2005
123;17;10678;15219;2009
123;20;275;175;2005
123;20;191;96;2009
123;21;;704;2005
123;21;;1010;2009
123;22;1627;1318;2005
123;22;2269;1554;2009
123;23;;83;2009
123;24;;177;2005
123;25;;64;2005
123;25;;29;2009
123;26;;2285;2009
123;27;;211;2009
123;28;;467;2009
123;29;83905;78600;2005
123;29;58984;51110;2009
123;30;;426;2005
123;99;;426;2005
124;1;;106;2005
124;1;;112;2009
124;4;3733;8017;2005
124;4;9013;8327;2009
124;5;;39;2005
124;5;;33;2009
124;6;37012;32603;2005
124;6;31011;27930;2009
124;11;;108;2009
124;12;;51;2005
124;12;;67;2009
124;13;9496;11087;2005
124;13;;14497;2009
124;14;;1031;2005
124;14;;1094;2009
124;16;;549;2005
124;16;;573;2009
124;17;3467;7688;2005
124;17;8344;10846;2009
124;20;616;515;2005
124;20;1831;454;2009
124;21;;748;2005
124;21;;818;2009
124;22;2206;1640;2005
124;22;4199;2018;2009
124;23;;52;2009
124;24;;189;2005
124;25;;74;2005
124;25;;21;2009
124;26;;2148;2009
124;27;;158;2009
124;28;;510;2009
124;29;83649;75529;2005
124;29;64623;50435;2009
124;30;;644;2005
124;99;;644;2005
125;1;;104;2005
125;1;;67;2009
125;4;5028;8483;2005
125;4;8774;10999;2009
125;5;;30;2005
125;5;;20;2009
125;6;78554;68221;2005
125;6;63123;59231;2009
125;11;;62;2009
125;12;;100;2005
125;12;;128;2009
125;13;4424;5498;2005
125;13;8306;9197;2009
125;14;;298;2005
125;14;;201;2009
125;16;;525;2005
125;16;;647;2009
125;17;5752;14878;2005
125;17;17533;22277;2009
125;20;;25;2005
125;20;;16;2009
125;21;;537;2005
125;21;;568;2009
125;22;1075;892;2005
125;22;1226;993;2009
125;23;;113;2009
125;24;388;215;2005
125;25;;51;2005
125;25;;20;2009
125;26;;2249;2009
125;27;;227;2009
125;28;;358;2009
125;29;58301;53336;2005
125;29;42736;34893;2009
125;30;;356;2005
125;99;;356;2005
126;1;;112;2005
126;1;;102;2009
126;4;4245;9180;2005
126;4;8372;10267;2009
126;5;;29;2005
126;5;;34;2009
126;6;51512;46084;2005
126;6;48290;42153;2009
126;11;;114;2009
126;12;;53;2005
126;12;;74;2009
126;13;8348;10443;2005
126;13;13765;15624;2009
126;14;;707;2005
126;14;;643;2009
126;16;;637;2005
126;16;;804;2009
126;17;4168;10691;2005
126;17;9710;16171;2009
126;20;214;183;2005
126;20;243;128;2009
126;21;1801;1167;2005
126;21;;1052;2009
126;22;1678;1297;2005
126;22;2391;1738;2009
126;23;1138;447;2009
126;24;;140;2005
126;25;;86;2005
126;25;;23;2009
126;26;;2261;2009
126;27;;182;2009
126;28;;578;2009
126;29;91918;82681;2005
126;29;62810;54532;2009
126;30;;460;2005
126;99;110;460;2005
127;1;;87;2005
127;1;;73;2009
127;4;6070;7991;2005
127;4;9706;10793;2009
127;5;;21;2005
127;5;;12;2009
127;6;87251;77380;2005
127;6;79254;67056;2009
127;11;;56;2009
127;12;;63;2005
127;12;;103;2009
127;13;4386;4877;2005
127;13;6385;7222;2009
127;14;;273;2005
127;14;;188;2009
127;16;;625;2005
127;16;;625;2009
127;17;6232;15517;2005
127;17;12521;24230;2009
127;20;;23;2005
127;20;;17;2009
127;21;;533;2005
127;21;;599;2009
127;22;785;789;2005
127;22;1044;805;2009
127;23;;94;2009
127;24;;99;2005
127;25;;32;2005
127;25;;13;2009
127;26;;1823;2009
127;27;;100;2009
127;28;;344;2009
127;29;50880;46950;2005
127;29;37324;32344;2009
127;30;;322;2005
127;99;;322;2005
128;1;;111;2005
128;1;;80;2009
128;4;6224;10865;2005
128;4;10674;13607;2009
128;5;;17;2005
128;5;;16;2009
128;6;78626;68520;2005
128;6;73636;61901;2009
128;11;;67;2009
128;12;;63;2005
128;12;;93;2009
128;13;4387;5381;2005
128;13;7634;8504;2009
128;14;;307;2005
128;14;;213;2009
128;16;;660;2005
128;16;;703;2009
128;17;6988;16758;2005
128;17;14229;24041;2009
128;20;;20;2005
128;20;;13;2009
128;21;;591;2005
128;21;;705;2009
128;22;919;777;2005
128;22;973;752;2009
128;23;;163;2009
128;24;;75;2005
128;25;;49;2005
128;25;;20;2009
128;26;;2008;2009
128;27;;169;2009
128;28;;424;2009
128;29;55269;48019;2005
128;29;37851;31790;2009
128;30;;394;2005
128;99;;394;2005
129;1;;106;2005
129;1;;56;2009
129;4;4760;9813;2005
129;4;;13366;2009
129;5;;11;2005
129;5;;24;2009
129;6;64892;55583;2005
129;6;61444;51067;2009
129;11;;71;2009
129;12;;47;2005
129;12;;63;2009
129;13;4588;5766;2005
129;13;9075;9250;2009
129;14;;290;2005
129;14;;204;2009
129;16;;570;2005
129;16;;686;2009
129;17;5814;14664;2005
129;17;11613;20001;2009
129;20;;28;2005
129;20;;14;2009
129;21;;523;2005
129;21;;555;2009
129;22;1128;1024;2005
129;22;1129;929;2009
129;23;;85;2009
129;24;;124;2005
129;25;;37;2005
129;25;;15;2009
129;26;;2047;2009
129;27;;169;2009
129;28;;286;2009
129;29;70456;62649;2005
129;29;58679;43523;2009
129;30;;381;2005
129;99;;381;2005
130;1;;92;2005
130;1;;89;2009
130;4;14169;22570;2005
130;4;20822;27985;2009
130;5;;26;2005
130;5;;17;2009
130;6;69638;59935;2005
130;6;63819;54902;2009
130;11;;38;2009
130;12;;85;2005
130;12;;78;2009
130;13;4381;6738;2005
130;13;7805;10970;2009
130;14;;198;2005
130;14;;175;2009
130;16;;409;2005
130;16;;416;2009
130;17;8666;17357;2005
130;17;16131;23951;2009
130;20;;41;2005
130;20;;39;2009
130;21;;438;2005
130;21;;567;2009
130;22;690;585;2005
130;22;718;574;2009
130;23;;417;2009
130;24;;79;2005
130;25;;36;2005
